time, pres-kr, pres-hr, pres-hl, pres-kl, cont-kr, cont-hr, cont-hl, cont-kl, elong-kr, elong-hr, elong-hl, elong-kl, force-kr, force-hr, force-hl, force-kl, tau-kr, tau-hr, tau-hl, tau-kl, theta-kr, theta-hr, theta-hl, theta-kl thetad-kr, thetad-hr, thetad-hl, thetad-kl thetadd-kr, thetadd-hr, thetadd-hl, thetadd-kl
0.0335,8.4301,8.4301,8.4301,8.4301,0,0.010152,0.010152,0,0.030401,0.025352,0.025352,0.030401,1.52,1.2676,1.2676,1.52,-0.030401,0.025352,0.025352,-0.030401,1.5865,0.77757,0.77757,1.5865,0.91569,-0.45785,-0.45785,0.91569,26.606,-13.303,-13.303,26.606
0.034,8.4982,8.4982,8.4982,8.4982,0,0.012574,0.012574,0,0.031316,0.028232,0.028232,0.031316,1.5658,1.4116,1.4116,1.5658,-0.031316,0.028232,0.028232,-0.031316,1.5869,0.77734,0.77734,1.5869,0.929,-0.4645,-0.4645,0.929,26.562,-13.281,-13.281,26.562
0.0345,8.5663,8.5663,8.5663,8.5663,0,0.014986,0.014986,0,0.032245,0.031109,0.031109,0.032245,1.6123,1.5554,1.5554,1.6123,-0.032245,0.031109,0.031109,-0.032245,1.5874,0.7771,0.7771,1.5874,0.94228,-0.47114,-0.47114,0.94228,26.497,-13.249,-13.249,26.497
0.035,8.6345,8.6345,8.6345,8.6345,0.001666,0.01739,0.01739,0.001666,0.034854,0.033983,0.033983,0.034854,1.7427,1.6992,1.6992,1.7427,-0.034854,0.033983,0.033983,-0.034854,1.5879,0.77686,0.77686,1.5879,0.95553,-0.47776,-0.47776,0.95553,26.372,-13.186,-13.186,26.372
0.0355,8.7722,8.7722,8.7722,8.7722,0.0065299,0.022685,0.022685,0.0065299,0.040673,0.039757,0.039757,0.040673,2.0336,1.9878,1.9878,2.0336,-0.040673,0.039757,0.039757,-0.040673,1.5884,0.77662,0.77662,1.5884,0.96871,-0.48436,-0.48436,0.96871,26.247,-13.123,-13.123,26.247
0.036,8.9098,8.9098,8.9098,8.9098,0.011369,0.027961,0.027961,0.011369,0.046481,0.045517,0.045517,0.046481,2.324,2.2758,2.2758,2.324,-0.046481,0.045517,0.045517,-0.046481,1.5888,0.77637,0.77637,1.5888,0.98184,-0.49092,-0.49092,0.98184,26.122,-13.061,-13.061,26.122
0.0365,9.0475,9.0475,9.0475,9.0475,0.016184,0.033217,0.033217,0.016184,0.052277,0.051264,0.051264,0.052277,2.6139,2.5632,2.5632,2.6139,-0.052277,0.051264,0.051264,-0.052277,1.5893,0.77613,0.77613,1.5893,0.9949,-0.49745,-0.49745,0.9949,25.997,-12.999,-12.999,25.997
0.037,9.1852,9.1852,9.1852,9.1852,0.020974,0.038454,0.038454,0.020974,0.058063,0.056998,0.056998,0.058063,2.9031,2.8499,2.8499,2.9031,-0.058063,0.056998,0.056998,-0.058063,1.5898,0.77587,0.77587,1.5898,1.0079,-0.50395,-0.50395,1.0079,25.873,-12.936,-12.936,25.873
0.0375,9.3229,9.3229,9.3229,9.3229,0.02574,0.043672,0.043672,0.02574,0.063836,0.06272,0.06272,0.063836,3.1918,3.136,3.136,3.1918,-0.063836,0.06272,0.06272,-0.063836,1.5904,0.77562,0.77562,1.5904,1.0208,-0.51042,-0.51042,1.0208,25.748,-12.874,-12.874,25.748
0.038,9.4605,9.4605,9.4605,9.4605,0.030482,0.04887,0.04887,0.030482,0.069599,0.068429,0.068429,0.069599,3.48,3.4214,3.4214,3.48,-0.069599,0.068429,0.068429,-0.069599,1.5909,0.77536,0.77536,1.5909,1.0337,-0.51685,-0.51685,1.0337,25.624,-12.812,-12.812,25.624
0.0385,9.5982,9.5982,9.5982,9.5982,0.0352,0.05405,0.05405,0.0352,0.075351,0.074125,0.074125,0.075351,3.7675,3.7063,3.7063,3.7675,-0.075351,0.074125,0.074125,-0.075351,1.5914,0.7751,0.7751,1.5914,1.0465,-0.52326,-0.52326,1.0465,25.5,-12.75,-12.75,25.5
0.039,9.7359,9.7359,9.7359,9.7359,0.039894,0.05921,0.05921,0.039894,0.081092,0.079809,0.079809,0.081092,4.0546,3.9905,3.9905,4.0546,-0.081092,0.079809,0.079809,-0.081092,1.5919,0.77483,0.77483,1.5919,1.0593,-0.52963,-0.52963,1.0593,25.376,-12.688,-12.688,25.376
0.0395,9.8735,9.8735,9.8735,9.8735,0.044565,0.064352,0.064352,0.044565,0.086822,0.085481,0.085481,0.086822,4.3411,4.274,4.274,4.3411,-0.086822,0.085481,0.085481,-0.086822,1.5925,0.77457,0.77457,1.5925,1.072,-0.53598,-0.53598,1.072,25.253,-12.626,-12.626,25.253
0.04,10.011,10.011,10.011,10.011,0.049212,0.069476,0.069476,0.049212,0.092541,0.09114,0.09114,0.092541,4.6271,4.557,4.557,4.6271,-0.092541,0.09114,0.09114,-0.092541,1.593,0.77429,0.77429,1.593,1.0846,-0.54229,-0.54229,1.0846,25.13,-12.565,-12.565,25.13
