Temperature (C)	Pressure (MPa)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
23.000	11.200	0.12660	7.8990	196.87	285.34	5.3606	0.76775	1.2172	381.78	1.3185	2.0107e-05	0.031747	supercritical
23.000	11.250	0.12714	7.8653	196.78	285.26	5.3590	0.76785	1.2178	381.98	1.3147	2.0121e-05	0.031779	supercritical
23.000	11.300	0.12768	7.8318	196.68	285.18	5.3574	0.76794	1.2185	382.19	1.3110	2.0135e-05	0.031812	supercritical
23.000	11.350	0.12823	7.7986	196.59	285.10	5.3558	0.76803	1.2192	382.39	1.3073	2.0149e-05	0.031844	supercritical
23.000	11.400	0.12877	7.7658	196.49	285.02	5.3542	0.76813	1.2199	382.59	1.3035	2.0162e-05	0.031877	supercritical
23.000	11.450	0.12931	7.7332	196.40	284.94	5.3527	0.76822	1.2205	382.80	1.2998	2.0176e-05	0.031909	supercritical
23.000	11.500	0.12985	7.7009	196.31	284.87	5.3511	0.76831	1.2212	383.00	1.2961	2.0190e-05	0.031942	supercritical
23.000	11.550	0.13040	7.6689	196.21	284.79	5.3495	0.76840	1.2219	383.21	1.2924	2.0204e-05	0.031974	supercritical
23.000	11.600	0.13094	7.6372	196.12	284.71	5.3480	0.76850	1.2225	383.42	1.2887	2.0218e-05	0.032007	supercritical
23.000	11.650	0.13148	7.6058	196.02	284.63	5.3464	0.76859	1.2232	383.62	1.2850	2.0232e-05	0.032039	supercritical
23.000	11.700	0.13202	7.5747	195.93	284.55	5.3449	0.76868	1.2239	383.83	1.2813	2.0246e-05	0.032072	supercritical
23.000	11.750	0.13256	7.5438	195.83	284.47	5.3433	0.76877	1.2245	384.04	1.2776	2.0261e-05	0.032104	supercritical
23.000	11.800	0.13310	7.5132	195.74	284.39	5.3418	0.76886	1.2252	384.24	1.2739	2.0275e-05	0.032137	supercritical
23.000	11.850	0.13364	7.4829	195.64	284.32	5.3403	0.76895	1.2259	384.45	1.2702	2.0289e-05	0.032169	supercritical
23.000	11.900	0.13418	7.4528	195.55	284.24	5.3387	0.76904	1.2265	384.66	1.2665	2.0303e-05	0.032202	supercritical
23.000	11.950	0.13472	7.4230	195.46	284.16	5.3372	0.76914	1.2272	384.87	1.2628	2.0317e-05	0.032234	supercritical
23.000	12.000	0.13525	7.3935	195.36	284.08	5.3357	0.76923	1.2278	385.08	1.2591	2.0331e-05	0.032267	supercritical
23.000	12.050	0.13579	7.3642	195.27	284.01	5.3342	0.76932	1.2285	385.29	1.2554	2.0346e-05	0.032300	supercritical
23.000	12.100	0.13633	7.3351	195.17	283.93	5.3327	0.76941	1.2291	385.50	1.2518	2.0360e-05	0.032332	supercritical
23.000	12.150	0.13687	7.3063	195.08	283.85	5.3312	0.76950	1.2298	385.72	1.2481	2.0374e-05	0.032365	supercritical
23.000	12.200	0.13740	7.2778	194.99	283.78	5.3297	0.76959	1.2304	385.93	1.2444	2.0389e-05	0.032397	supercritical
23.000	12.250	0.13794	7.2495	194.89	283.70	5.3282	0.76968	1.2311	386.14	1.2408	2.0403e-05	0.032430	supercritical
23.000	12.300	0.13848	7.2214	194.80	283.62	5.3267	0.76977	1.2317	386.35	1.2371	2.0417e-05	0.032463	supercritical
23.000	12.350	0.13901	7.1936	194.71	283.55	5.3253	0.76986	1.2324	386.57	1.2335	2.0432e-05	0.032495	supercritical
23.000	12.400	0.13955	7.1660	194.61	283.47	5.3238	0.76995	1.2330	386.78	1.2298	2.0446e-05	0.032528	supercritical
23.000	12.450	0.14008	7.1386	194.52	283.40	5.3223	0.77004	1.2336	386.99	1.2262	2.0461e-05	0.032561	supercritical
23.000	12.500	0.14062	7.1115	194.43	283.32	5.3209	0.77013	1.2343	387.21	1.2225	2.0475e-05	0.032593	supercritical
23.000	12.550	0.14115	7.0845	194.33	283.24	5.3194	0.77022	1.2349	387.43	1.2189	2.0490e-05	0.032626	supercritical
23.000	12.600	0.14169	7.0578	194.24	283.17	5.3180	0.77031	1.2356	387.64	1.2153	2.0504e-05	0.032659	supercritical
23.000	12.650	0.14222	7.0314	194.15	283.09	5.3165	0.77040	1.2362	387.86	1.2116	2.0519e-05	0.032692	supercritical
23.000	12.700	0.14275	7.0051	194.05	283.02	5.3151	0.77048	1.2368	388.07	1.2080	2.0533e-05	0.032724	supercritical
23.000	12.750	0.14329	6.9791	193.96	282.94	5.3137	0.77057	1.2375	388.29	1.2044	2.0548e-05	0.032757	supercritical
23.000	12.800	0.14382	6.9532	193.87	282.87	5.3122	0.77066	1.2381	388.51	1.2008	2.0563e-05	0.032790	supercritical
23.000	12.850	0.14435	6.9276	193.78	282.80	5.3108	0.77075	1.2387	388.73	1.1972	2.0577e-05	0.032823	supercritical
23.000	12.900	0.14488	6.9022	193.68	282.72	5.3094	0.77084	1.2393	388.95	1.1936	2.0592e-05	0.032855	supercritical
23.000	12.950	0.14541	6.8770	193.59	282.65	5.3080	0.77093	1.2400	389.17	1.1900	2.0607e-05	0.032888	supercritical
23.000	13.000	0.14594	6.8520	193.50	282.57	5.3066	0.77102	1.2406	389.39	1.1864	2.0621e-05	0.032921	supercritical
23.000	13.050	0.14647	6.8271	193.41	282.50	5.3052	0.77110	1.2412	389.61	1.1828	2.0636e-05	0.032954	supercritical
23.000	13.100	0.14700	6.8025	193.31	282.43	5.3038	0.77119	1.2418	389.83	1.1792	2.0651e-05	0.032987	supercritical
23.000	13.150	0.14753	6.7781	193.22	282.35	5.3024	0.77128	1.2424	390.05	1.1756	2.0666e-05	0.033019	supercritical
23.000	13.200	0.14806	6.7539	193.13	282.28	5.3010	0.77137	1.2430	390.27	1.1720	2.0681e-05	0.033052	supercritical
23.000	13.250	0.14859	6.7298	193.04	282.21	5.2996	0.77145	1.2437	390.49	1.1685	2.0695e-05	0.033085	supercritical
23.000	13.300	0.14912	6.7060	192.95	282.14	5.2982	0.77154	1.2443	390.71	1.1649	2.0710e-05	0.033118	supercritical
23.000	13.350	0.14965	6.6823	192.85	282.06	5.2969	0.77163	1.2449	390.94	1.1613	2.0725e-05	0.033151	supercritical
23.000	13.400	0.15018	6.6589	192.76	281.99	5.2955	0.77171	1.2455	391.16	1.1578	2.0740e-05	0.033184	supercritical
23.000	13.450	0.15070	6.6356	192.67	281.92	5.2941	0.77180	1.2461	391.39	1.1542	2.0755e-05	0.033217	supercritical
23.000	13.500	0.15123	6.6125	192.58	281.85	5.2928	0.77189	1.2467	391.61	1.1507	2.0770e-05	0.033250	supercritical
23.000	13.550	0.15176	6.5895	192.49	281.78	5.2914	0.77197	1.2473	391.83	1.1471	2.0785e-05	0.033283	supercritical
23.000	13.600	0.15228	6.5668	192.40	281.70	5.2901	0.77206	1.2479	392.06	1.1436	2.0800e-05	0.033315	supercritical
23.000	13.650	0.15281	6.5442	192.31	281.63	5.2887	0.77215	1.2485	392.29	1.1400	2.0815e-05	0.033348	supercritical
23.000	13.700	0.15333	6.5218	192.21	281.56	5.2874	0.77223	1.2491	392.51	1.1365	2.0830e-05	0.033381	supercritical
23.000	13.750	0.15386	6.4995	192.12	281.49	5.2860	0.77232	1.2497	392.74	1.1330	2.0845e-05	0.033414	supercritical
23.000	13.800	0.15438	6.4774	192.03	281.42	5.2847	0.77240	1.2503	392.97	1.1295	2.0861e-05	0.033447	supercritical
23.000	13.850	0.15491	6.4555	191.94	281.35	5.2834	0.77249	1.2509	393.19	1.1260	2.0876e-05	0.033480	supercritical
23.000	13.900	0.15543	6.4338	191.85	281.28	5.2820	0.77258	1.2515	393.42	1.1224	2.0891e-05	0.033513	supercritical
23.000	13.950	0.15595	6.4122	191.76	281.21	5.2807	0.77266	1.2521	393.65	1.1189	2.0906e-05	0.033546	supercritical
23.000	14.000	0.15648	6.3908	191.67	281.14	5.2794	0.77275	1.2527	393.88	1.1154	2.0921e-05	0.033579	supercritical
23.000	14.050	0.15700	6.3695	191.58	281.07	5.2781	0.77283	1.2532	394.11	1.1119	2.0937e-05	0.033612	supercritical
23.000	14.100	0.15752	6.3484	191.49	281.00	5.2768	0.77292	1.2538	394.34	1.1084	2.0952e-05	0.033645	supercritical
23.000	14.150	0.15804	6.3275	191.40	280.93	5.2755	0.77300	1.2544	394.57	1.1050	2.0967e-05	0.033678	supercritical
23.000	14.200	0.15856	6.3067	191.31	280.86	5.2742	0.77309	1.2550	394.80	1.1015	2.0983e-05	0.033711	supercritical
23.000	14.250	0.15908	6.2861	191.22	280.79	5.2729	0.77317	1.2556	395.03	1.0980	2.0998e-05	0.033744	supercritical
23.000	14.300	0.15960	6.2656	191.13	280.72	5.2716	0.77326	1.2562	395.26	1.0945	2.1013e-05	0.033778	supercritical
23.000	14.350	0.16012	6.2452	191.04	280.66	5.2703	0.77334	1.2567	395.49	1.0911	2.1029e-05	0.033811	supercritical
23.000	14.400	0.16064	6.2251	190.95	280.59	5.2690	0.77342	1.2573	395.73	1.0876	2.1044e-05	0.033844	supercritical
23.000	14.450	0.16116	6.2050	190.86	280.52	5.2677	0.77351	1.2579	395.96	1.0841	2.1060e-05	0.033877	supercritical
23.000	14.500	0.16168	6.1851	190.77	280.45	5.2665	0.77359	1.2584	396.19	1.0807	2.1075e-05	0.033910	supercritical
23.000	14.550	0.16220	6.1654	190.68	280.38	5.2652	0.77368	1.2590	396.43	1.0772	2.1091e-05	0.033943	supercritical
23.000	14.600	0.16271	6.1458	190.59	280.32	5.2639	0.77376	1.2596	396.66	1.0738	2.1106e-05	0.033976	supercritical
23.000	14.650	0.16323	6.1263	190.50	280.25	5.2627	0.77384	1.2602	396.90	1.0704	2.1122e-05	0.034009	supercritical
23.000	14.700	0.16375	6.1070	190.41	280.18	5.2614	0.77393	1.2607	397.13	1.0669	2.1137e-05	0.034042	supercritical
23.000	14.750	0.16426	6.0878	190.32	280.11	5.2601	0.77401	1.2613	397.37	1.0635	2.1153e-05	0.034076	supercritical
23.000	14.800	0.16478	6.0687	190.23	280.05	5.2589	0.77409	1.2618	397.60	1.0601	2.1168e-05	0.034109	supercritical
23.000	14.850	0.16529	6.0498	190.14	279.98	5.2576	0.77418	1.2624	397.84	1.0567	2.1184e-05	0.034142	supercritical
23.000	14.900	0.16581	6.0310	190.05	279.91	5.2564	0.77426	1.2630	398.08	1.0533	2.1200e-05	0.034175	supercritical
23.000	14.950	0.16632	6.0124	189.96	279.85	5.2552	0.77434	1.2635	398.31	1.0499	2.1215e-05	0.034208	supercritical
23.000	15.000	0.16684	5.9938	189.87	279.78	5.2539	0.77442	1.2641	398.55	1.0465	2.1231e-05	0.034242	supercritical
23.000	15.050	0.16735	5.9754	189.78	279.71	5.2527	0.77451	1.2646	398.79	1.0431	2.1247e-05	0.034275	supercritical
23.000	15.100	0.16786	5.9572	189.69	279.65	5.2515	0.77459	1.2652	399.03	1.0397	2.1263e-05	0.034308	supercritical
23.000	15.150	0.16838	5.9390	189.61	279.58	5.2502	0.77467	1.2657	399.27	1.0363	2.1278e-05	0.034341	supercritical
23.000	15.200	0.16889	5.9210	189.52	279.52	5.2490	0.77475	1.2663	399.50	1.0329	2.1294e-05	0.034375	supercritical
23.000	15.250	0.16940	5.9031	189.43	279.45	5.2478	0.77483	1.2668	399.74	1.0295	2.1310e-05	0.034408	supercritical
23.000	15.300	0.16991	5.8854	189.34	279.39	5.2466	0.77492	1.2673	399.98	1.0262	2.1326e-05	0.034441	supercritical
23.000	15.350	0.17042	5.8677	189.25	279.32	5.2454	0.77500	1.2679	400.23	1.0228	2.1342e-05	0.034474	supercritical
23.000	15.400	0.17093	5.8502	189.16	279.26	5.2442	0.77508	1.2684	400.47	1.0194	2.1358e-05	0.034508	supercritical
23.000	15.450	0.17144	5.8328	189.08	279.19	5.2429	0.77516	1.2690	400.71	1.0161	2.1373e-05	0.034541	supercritical
23.000	15.500	0.17195	5.8155	188.99	279.13	5.2417	0.77524	1.2695	400.95	1.0127	2.1389e-05	0.034574	supercritical
23.000	15.550	0.17246	5.7983	188.90	279.06	5.2405	0.77532	1.2700	401.19	1.0094	2.1405e-05	0.034608	supercritical
23.000	15.600	0.17297	5.7813	188.81	279.00	5.2394	0.77541	1.2706	401.43	1.0060	2.1421e-05	0.034641	supercritical
23.000	15.650	0.17348	5.7644	188.72	278.94	5.2382	0.77549	1.2711	401.68	1.0027	2.1437e-05	0.034674	supercritical
23.000	15.700	0.17399	5.7475	188.64	278.87	5.2370	0.77557	1.2716	401.92	0.99939	2.1453e-05	0.034708	supercritical
23.000	15.750	0.17449	5.7308	188.55	278.81	5.2358	0.77565	1.2722	402.16	0.99607	2.1469e-05	0.034741	supercritical
23.000	15.800	0.17500	5.7142	188.46	278.75	5.2346	0.77573	1.2727	402.41	0.99275	2.1485e-05	0.034774	supercritical
23.000	15.850	0.17551	5.6977	188.37	278.68	5.2334	0.77581	1.2732	402.65	0.98944	2.1502e-05	0.034808	supercritical
23.000	15.900	0.17601	5.6814	188.29	278.62	5.2323	0.77589	1.2737	402.90	0.98613	2.1518e-05	0.034841	supercritical
23.000	15.950	0.17652	5.6651	188.20	278.56	5.2311	0.77597	1.2743	403.14	0.98283	2.1534e-05	0.034875	supercritical
23.000	16.000	0.17702	5.6489	188.11	278.49	5.2299	0.77605	1.2748	403.39	0.97953	2.1550e-05	0.034908	supercritical
23.000	16.050	0.17753	5.6329	188.02	278.43	5.2288	0.77613	1.2753	403.63	0.97624	2.1566e-05	0.034942	supercritical
23.000	16.100	0.17803	5.6169	187.94	278.37	5.2276	0.77621	1.2758	403.88	0.97296	2.1582e-05	0.034975	supercritical
23.000	16.150	0.17854	5.6011	187.85	278.31	5.2265	0.77629	1.2763	404.13	0.96968	2.1598e-05	0.035008	supercritical
23.000	16.200	0.17904	5.5854	187.76	278.25	5.2253	0.77637	1.2768	404.38	0.96641	2.1615e-05	0.035042	supercritical
23.000	16.250	0.17954	5.5697	187.68	278.18	5.2241	0.77645	1.2773	404.62	0.96314	2.1631e-05	0.035075	supercritical
23.000	16.300	0.18004	5.5542	187.59	278.12	5.2230	0.77653	1.2778	404.87	0.95988	2.1647e-05	0.035109	supercritical
23.000	16.350	0.18055	5.5388	187.50	278.06	5.2219	0.77661	1.2784	405.12	0.95662	2.1664e-05	0.035142	supercritical
23.000	16.400	0.18105	5.5234	187.42	278.00	5.2207	0.77669	1.2789	405.37	0.95337	2.1680e-05	0.035176	supercritical
23.000	16.450	0.18155	5.5082	187.33	277.94	5.2196	0.77676	1.2794	405.62	0.95012	2.1696e-05	0.035209	supercritical
23.000	16.500	0.18205	5.4930	187.24	277.88	5.2184	0.77684	1.2799	405.87	0.94688	2.1713e-05	0.035243	supercritical
23.000	16.550	0.18255	5.4780	187.16	277.82	5.2173	0.77692	1.2804	406.12	0.94364	2.1729e-05	0.035276	supercritical
23.000	16.600	0.18305	5.4631	187.07	277.76	5.2162	0.77700	1.2809	406.37	0.94041	2.1745e-05	0.035310	supercritical
23.000	16.650	0.18355	5.4482	186.99	277.70	5.2151	0.77708	1.2814	406.62	0.93719	2.1762e-05	0.035344	supercritical
23.000	16.700	0.18404	5.4335	186.90	277.64	5.2139	0.77716	1.2819	406.87	0.93397	2.1778e-05	0.035377	supercritical
23.000	16.750	0.18454	5.4188	186.81	277.58	5.2128	0.77724	1.2823	407.12	0.93075	2.1795e-05	0.035411	supercritical
23.000	16.800	0.18504	5.4042	186.73	277.52	5.2117	0.77731	1.2828	407.37	0.92755	2.1811e-05	0.035444	supercritical
23.000	16.850	0.18554	5.3898	186.64	277.46	5.2106	0.77739	1.2833	407.62	0.92434	2.1828e-05	0.035478	supercritical
23.000	16.900	0.18603	5.3754	186.56	277.40	5.2095	0.77747	1.2838	407.88	0.92115	2.1844e-05	0.035512	supercritical
23.000	16.950	0.18653	5.3611	186.47	277.34	5.2084	0.77755	1.2843	408.13	0.91795	2.1861e-05	0.035545	supercritical
23.000	17.000	0.18703	5.3469	186.39	277.28	5.2073	0.77763	1.2848	408.38	0.91477	2.1877e-05	0.035579	supercritical
23.000	17.050	0.18752	5.3327	186.30	277.22	5.2062	0.77770	1.2853	408.64	0.91159	2.1894e-05	0.035612	supercritical
23.000	17.100	0.18802	5.3187	186.22	277.17	5.2051	0.77778	1.2858	408.89	0.90841	2.1911e-05	0.035646	supercritical
23.000	17.150	0.18851	5.3048	186.13	277.11	5.2040	0.77786	1.2862	409.14	0.90524	2.1927e-05	0.035680	supercritical
23.000	17.200	0.18900	5.2909	186.04	277.05	5.2029	0.77794	1.2867	409.40	0.90208	2.1944e-05	0.035713	supercritical
23.000	17.250	0.18950	5.2772	185.96	276.99	5.2018	0.77801	1.2872	409.65	0.89892	2.1960e-05	0.035747	supercritical
23.000	17.300	0.18999	5.2635	185.88	276.93	5.2007	0.77809	1.2877	409.91	0.89577	2.1977e-05	0.035781	supercritical
23.000	17.350	0.19048	5.2499	185.79	276.88	5.1996	0.77817	1.2881	410.17	0.89262	2.1994e-05	0.035815	supercritical
23.000	17.400	0.19097	5.2363	185.71	276.82	5.1986	0.77824	1.2886	410.42	0.88948	2.2011e-05	0.035848	supercritical
23.000	17.450	0.19146	5.2229	185.62	276.76	5.1975	0.77832	1.2891	410.68	0.88634	2.2027e-05	0.035882	supercritical
23.000	17.500	0.19195	5.2096	185.54	276.70	5.1964	0.77840	1.2895	410.94	0.88321	2.2044e-05	0.035916	supercritical
23.000	17.550	0.19245	5.1963	185.45	276.65	5.1953	0.77847	1.2900	411.19	0.88009	2.2061e-05	0.035949	supercritical
23.000	17.600	0.19293	5.1831	185.37	276.59	5.1943	0.77855	1.2905	411.45	0.87697	2.2078e-05	0.035983	supercritical
23.000	17.650	0.19342	5.1700	185.28	276.53	5.1932	0.77863	1.2909	411.71	0.87385	2.2095e-05	0.036017	supercritical
23.000	17.700	0.19391	5.1570	185.20	276.48	5.1922	0.77870	1.2914	411.97	0.87075	2.2111e-05	0.036051	supercritical
23.000	17.750	0.19440	5.1440	185.12	276.42	5.1911	0.77878	1.2919	412.22	0.86764	2.2128e-05	0.036085	supercritical
23.000	17.800	0.19489	5.1311	185.03	276.37	5.1900	0.77885	1.2923	412.48	0.86455	2.2145e-05	0.036118	supercritical
23.000	17.850	0.19538	5.1183	184.95	276.31	5.1890	0.77893	1.2928	412.74	0.86146	2.2162e-05	0.036152	supercritical
23.000	17.900	0.19586	5.1056	184.86	276.25	5.1879	0.77901	1.2932	413.00	0.85837	2.2179e-05	0.036186	supercritical
23.000	17.950	0.19635	5.0930	184.78	276.20	5.1869	0.77908	1.2937	413.26	0.85529	2.2196e-05	0.036220	supercritical
23.000	18.000	0.19684	5.0804	184.70	276.14	5.1858	0.77916	1.2941	413.52	0.85221	2.2213e-05	0.036254	supercritical
23.000	18.050	0.19732	5.0679	184.61	276.09	5.1848	0.77923	1.2946	413.78	0.84915	2.2230e-05	0.036287	supercritical
23.000	18.100	0.19781	5.0555	184.53	276.03	5.1838	0.77931	1.2950	414.04	0.84608	2.2247e-05	0.036321	supercritical
23.000	18.150	0.19829	5.0431	184.45	275.98	5.1827	0.77938	1.2955	414.30	0.84303	2.2264e-05	0.036355	supercritical
23.000	18.200	0.19877	5.0308	184.36	275.92	5.1817	0.77946	1.2959	414.57	0.83997	2.2281e-05	0.036389	supercritical
23.000	18.250	0.19926	5.0186	184.28	275.87	5.1807	0.77953	1.2963	414.83	0.83693	2.2298e-05	0.036423	supercritical
23.000	18.300	0.19974	5.0065	184.20	275.82	5.1796	0.77961	1.2968	415.09	0.83389	2.2315e-05	0.036457	supercritical
23.000	18.350	0.20022	4.9944	184.11	275.76	5.1786	0.77968	1.2972	415.35	0.83085	2.2332e-05	0.036491	supercritical
23.000	18.400	0.20071	4.9824	184.03	275.71	5.1776	0.77976	1.2977	415.61	0.82782	2.2349e-05	0.036525	supercritical
23.000	18.450	0.20119	4.9705	183.95	275.65	5.1766	0.77983	1.2981	415.88	0.82480	2.2366e-05	0.036559	supercritical
23.000	18.500	0.20167	4.9587	183.87	275.60	5.1755	0.77991	1.2985	416.14	0.82178	2.2383e-05	0.036592	supercritical
23.000	18.550	0.20215	4.9469	183.78	275.55	5.1745	0.77998	1.2990	416.40	0.81877	2.2401e-05	0.036626	supercritical
23.000	18.600	0.20263	4.9352	183.70	275.49	5.1735	0.78005	1.2994	416.67	0.81576	2.2418e-05	0.036660	supercritical
23.000	18.650	0.20311	4.9235	183.62	275.44	5.1725	0.78013	1.2998	416.93	0.81276	2.2435e-05	0.036694	supercritical
23.000	18.700	0.20359	4.9119	183.54	275.39	5.1715	0.78020	1.3003	417.20	0.80977	2.2452e-05	0.036728	supercritical
23.000	18.750	0.20407	4.9004	183.45	275.34	5.1705	0.78028	1.3007	417.46	0.80678	2.2469e-05	0.036762	supercritical
23.000	18.800	0.20454	4.8889	183.37	275.28	5.1695	0.78035	1.3011	417.73	0.80379	2.2487e-05	0.036796	supercritical
23.000	18.850	0.20502	4.8776	183.29	275.23	5.1685	0.78042	1.3015	417.99	0.80081	2.2504e-05	0.036830	supercritical
23.000	18.900	0.20550	4.8662	183.21	275.18	5.1675	0.78050	1.3019	418.26	0.79784	2.2521e-05	0.036864	supercritical
23.000	18.950	0.20597	4.8550	183.13	275.13	5.1665	0.78057	1.3024	418.53	0.79487	2.2539e-05	0.036898	supercritical
23.000	19.000	0.20645	4.8438	183.04	275.08	5.1655	0.78064	1.3028	418.79	0.79191	2.2556e-05	0.036932	supercritical
23.000	19.050	0.20693	4.8327	182.96	275.02	5.1645	0.78072	1.3032	419.06	0.78896	2.2573e-05	0.036966	supercritical
23.000	19.100	0.20740	4.8216	182.88	274.97	5.1635	0.78079	1.3036	419.33	0.78601	2.2591e-05	0.037000	supercritical
23.000	19.150	0.20788	4.8106	182.80	274.92	5.1625	0.78086	1.3040	419.59	0.78306	2.2608e-05	0.037034	supercritical
23.000	19.200	0.20835	4.7996	182.72	274.87	5.1615	0.78094	1.3044	419.86	0.78012	2.2625e-05	0.037069	supercritical
23.000	19.250	0.20882	4.7888	182.64	274.82	5.1606	0.78101	1.3048	420.13	0.77719	2.2643e-05	0.037103	supercritical
23.000	19.300	0.20930	4.7779	182.56	274.77	5.1596	0.78108	1.3053	420.40	0.77426	2.2660e-05	0.037137	supercritical
23.000	19.350	0.20977	4.7672	182.47	274.72	5.1586	0.78116	1.3057	420.67	0.77134	2.2678e-05	0.037171	supercritical
23.000	19.400	0.21024	4.7565	182.39	274.67	5.1576	0.78123	1.3061	420.94	0.76843	2.2695e-05	0.037205	supercritical
23.000	19.450	0.21071	4.7458	182.31	274.62	5.1567	0.78130	1.3065	421.20	0.76552	2.2712e-05	0.037239	supercritical
23.000	19.500	0.21118	4.7352	182.23	274.57	5.1557	0.78137	1.3069	421.47	0.76261	2.2730e-05	0.037273	supercritical
23.000	19.550	0.21165	4.7247	182.15	274.52	5.1547	0.78144	1.3073	421.74	0.75971	2.2747e-05	0.037307	supercritical
23.000	19.600	0.21212	4.7142	182.07	274.47	5.1538	0.78152	1.3077	422.01	0.75682	2.2765e-05	0.037341	supercritical
23.000	19.650	0.21259	4.7038	181.99	274.42	5.1528	0.78159	1.3081	422.28	0.75393	2.2783e-05	0.037376	supercritical
23.000	19.700	0.21306	4.6935	181.91	274.37	5.1518	0.78166	1.3085	422.55	0.75105	2.2800e-05	0.037410	supercritical
23.000	19.750	0.21353	4.6832	181.83	274.32	5.1509	0.78173	1.3088	422.83	0.74817	2.2818e-05	0.037444	supercritical
23.000	19.800	0.21400	4.6729	181.75	274.27	5.1499	0.78180	1.3092	423.10	0.74530	2.2835e-05	0.037478	supercritical
23.000	19.850	0.21447	4.6627	181.67	274.22	5.1490	0.78188	1.3096	423.37	0.74244	2.2853e-05	0.037512	supercritical
23.000	19.900	0.21493	4.6526	181.59	274.18	5.1480	0.78195	1.3100	423.64	0.73958	2.2870e-05	0.037546	supercritical
23.000	19.950	0.21540	4.6425	181.51	274.13	5.1471	0.78202	1.3104	423.91	0.73673	2.2888e-05	0.037581	supercritical
23.000	20.000	0.21587	4.6325	181.43	274.08	5.1461	0.78209	1.3108	424.18	0.73388	2.2906e-05	0.037615	supercritical
23.000	20.050	0.21633	4.6226	181.35	274.03	5.1452	0.78216	1.3112	424.46	0.73104	2.2923e-05	0.037649	supercritical
23.000	20.100	0.21680	4.6126	181.27	273.98	5.1442	0.78223	1.3116	424.73	0.72820	2.2941e-05	0.037683	supercritical
23.000	20.150	0.21726	4.6028	181.19	273.94	5.1433	0.78230	1.3119	425.00	0.72537	2.2959e-05	0.037717	supercritical
23.000	20.200	0.21772	4.5930	181.11	273.89	5.1424	0.78238	1.3123	425.28	0.72255	2.2976e-05	0.037752	supercritical
23.000	20.250	0.21819	4.5832	181.03	273.84	5.1414	0.78245	1.3127	425.55	0.71973	2.2994e-05	0.037786	supercritical
23.000	20.300	0.21865	4.5735	180.95	273.79	5.1405	0.78252	1.3131	425.82	0.71691	2.3012e-05	0.037820	supercritical
23.000	20.350	0.21911	4.5639	180.87	273.75	5.1396	0.78259	1.3134	426.10	0.71411	2.3030e-05	0.037854	supercritical
23.000	20.400	0.21957	4.5543	180.79	273.70	5.1386	0.78266	1.3138	426.37	0.71130	2.3047e-05	0.037889	supercritical
23.000	20.450	0.22004	4.5447	180.71	273.65	5.1377	0.78273	1.3142	426.65	0.70851	2.3065e-05	0.037923	supercritical
23.000	20.500	0.22050	4.5352	180.64	273.61	5.1368	0.78280	1.3146	426.92	0.70572	2.3083e-05	0.037957	supercritical
23.000	20.550	0.22096	4.5258	180.56	273.56	5.1359	0.78287	1.3149	427.20	0.70293	2.3101e-05	0.037992	supercritical
23.000	20.600	0.22142	4.5164	180.48	273.51	5.1350	0.78294	1.3153	427.47	0.70015	2.3119e-05	0.038026	supercritical
23.000	20.650	0.22188	4.5070	180.40	273.47	5.1340	0.78301	1.3157	427.75	0.69738	2.3137e-05	0.038060	supercritical
23.000	20.700	0.22234	4.4977	180.32	273.42	5.1331	0.78308	1.3160	428.02	0.69461	2.3154e-05	0.038095	supercritical
23.000	20.750	0.22279	4.4884	180.24	273.38	5.1322	0.78315	1.3164	428.30	0.69185	2.3172e-05	0.038129	supercritical
23.000	20.800	0.22325	4.4792	180.16	273.33	5.1313	0.78322	1.3167	428.58	0.68909	2.3190e-05	0.038163	supercritical
23.000	20.850	0.22371	4.4701	180.09	273.29	5.1304	0.78329	1.3171	428.85	0.68634	2.3208e-05	0.038198	supercritical
23.000	20.900	0.22417	4.4610	180.01	273.24	5.1295	0.78336	1.3175	429.13	0.68359	2.3226e-05	0.038232	supercritical
23.000	20.950	0.22462	4.4519	179.93	273.20	5.1286	0.78343	1.3178	429.41	0.68085	2.3244e-05	0.038266	supercritical
23.000	21.000	0.22508	4.4429	179.85	273.15	5.1277	0.78350	1.3182	429.68	0.67812	2.3262e-05	0.038301	supercritical
23.000	21.050	0.22553	4.4339	179.77	273.11	5.1268	0.78357	1.3185	429.96	0.67539	2.3280e-05	0.038335	supercritical
23.000	21.100	0.22599	4.4250	179.70	273.06	5.1259	0.78364	1.3189	430.24	0.67267	2.3298e-05	0.038369	supercritical
23.000	21.150	0.22644	4.4161	179.62	273.02	5.1250	0.78371	1.3192	430.52	0.66995	2.3316e-05	0.038404	supercritical
23.000	21.200	0.22690	4.4073	179.54	272.97	5.1241	0.78378	1.3196	430.80	0.66724	2.3334e-05	0.038438	supercritical
23.000	21.250	0.22735	4.3985	179.46	272.93	5.1232	0.78385	1.3199	431.08	0.66453	2.3352e-05	0.038473	supercritical
23.000	21.300	0.22780	4.3898	179.38	272.89	5.1223	0.78391	1.3203	431.35	0.66183	2.3370e-05	0.038507	supercritical
