Temperature (C)	Pressure (MPa)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
23.000	0.10000	0.0017965	556.65	448.49	504.15	2.7336	0.65544	0.84884	267.81	11.122	1.4835e-05	0.016481	vapor
23.000	0.15000	0.0027016	370.15	448.16	503.68	2.6559	0.65672	0.85241	267.42	11.125	1.4839e-05	0.016504	vapor
23.000	0.20000	0.0036115	276.89	447.83	503.21	2.6004	0.65801	0.85603	267.02	11.127	1.4843e-05	0.016527	vapor
23.000	0.25000	0.0045262	220.94	447.49	502.73	2.5571	0.65930	0.85969	266.63	11.130	1.4847e-05	0.016550	vapor
23.000	0.30000	0.0054457	183.63	447.16	502.25	2.5215	0.66060	0.86340	266.24	11.132	1.4851e-05	0.016574	vapor
23.000	0.35000	0.0063702	156.98	446.82	501.77	2.4913	0.66191	0.86715	265.84	11.135	1.4856e-05	0.016598	vapor
23.000	0.40000	0.0072996	136.99	446.49	501.28	2.4649	0.66322	0.87096	265.44	11.138	1.4861e-05	0.016623	vapor
23.000	0.45000	0.0082340	121.45	446.15	500.80	2.4415	0.66455	0.87482	265.04	11.140	1.4866e-05	0.016647	vapor
23.000	0.50000	0.0091736	109.01	445.80	500.31	2.4204	0.66588	0.87872	264.64	11.143	1.4871e-05	0.016673	vapor
23.000	0.55000	0.010118	98.831	445.46	499.82	2.4013	0.66723	0.88269	264.24	11.145	1.4876e-05	0.016698	vapor
23.000	0.60000	0.011068	90.348	445.12	499.33	2.3836	0.66858	0.88670	263.83	11.148	1.4881e-05	0.016724	vapor
23.000	0.65000	0.012024	83.170	444.77	498.83	2.3673	0.66994	0.89077	263.43	11.151	1.4887e-05	0.016751	vapor
23.000	0.70000	0.012984	77.016	444.42	498.33	2.3522	0.67131	0.89490	263.02	11.153	1.4892e-05	0.016777	vapor
23.000	0.75000	0.013951	71.681	444.07	497.83	2.3379	0.67269	0.89909	262.61	11.156	1.4898e-05	0.016805	vapor
23.000	0.80000	0.014922	67.013	443.72	497.33	2.3245	0.67407	0.90334	262.20	11.158	1.4904e-05	0.016832	vapor
23.000	0.85000	0.015900	62.894	443.36	496.82	2.3119	0.67547	0.90765	261.79	11.161	1.4910e-05	0.016860	vapor
23.000	0.90000	0.016883	59.231	443.01	496.32	2.2998	0.67688	0.91202	261.38	11.164	1.4916e-05	0.016889	vapor
23.000	0.95000	0.017872	55.953	442.65	495.81	2.2884	0.67830	0.91645	260.97	11.166	1.4923e-05	0.016918	vapor
23.000	1.0000	0.018867	53.003	442.29	495.29	2.2775	0.67973	0.92095	260.55	11.169	1.4930e-05	0.016947	vapor
23.000	1.0500	0.019868	50.332	441.93	494.78	2.2670	0.68117	0.92552	260.13	11.172	1.4936e-05	0.016977	vapor
23.000	1.1000	0.020875	47.904	441.56	494.26	2.2570	0.68262	0.93016	259.71	11.174	1.4944e-05	0.017008	vapor
23.000	1.1500	0.021888	45.687	441.20	493.74	2.2473	0.68408	0.93487	259.29	11.177	1.4951e-05	0.017039	vapor
23.000	1.2000	0.022908	43.653	440.83	493.21	2.2380	0.68555	0.93966	258.87	11.179	1.4958e-05	0.017070	vapor
23.000	1.2500	0.023934	41.782	440.46	492.69	2.2290	0.68704	0.94452	258.44	11.182	1.4966e-05	0.017102	vapor
23.000	1.3000	0.024966	40.055	440.09	492.16	2.2203	0.68854	0.94945	258.02	11.184	1.4974e-05	0.017135	vapor
23.000	1.3500	0.026005	38.454	439.71	491.63	2.2119	0.69005	0.95447	257.59	11.187	1.4982e-05	0.017168	vapor
23.000	1.4000	0.027051	36.968	439.33	491.09	2.2037	0.69157	0.95957	257.16	11.189	1.4990e-05	0.017202	vapor
23.000	1.4500	0.028103	35.583	438.96	490.55	2.1958	0.69310	0.96475	256.73	11.192	1.4998e-05	0.017236	vapor
23.000	1.5000	0.029162	34.291	438.57	490.01	2.1881	0.69465	0.97002	256.30	11.194	1.5007e-05	0.017271	vapor
23.000	1.5500	0.030229	33.081	438.19	489.47	2.1805	0.69621	0.97537	255.86	11.197	1.5016e-05	0.017307	vapor
23.000	1.6000	0.031303	31.946	437.80	488.92	2.1732	0.69779	0.98082	255.42	11.199	1.5025e-05	0.017343	vapor
23.000	1.6500	0.032383	30.880	437.42	488.37	2.1660	0.69937	0.98636	254.98	11.202	1.5034e-05	0.017380	vapor
23.000	1.7000	0.033472	29.876	437.02	487.81	2.1590	0.70098	0.99200	254.54	11.204	1.5044e-05	0.017417	vapor
23.000	1.7500	0.034568	28.929	436.63	487.26	2.1522	0.70260	0.99774	254.10	11.207	1.5054e-05	0.017455	vapor
23.000	1.8000	0.035671	28.034	436.23	486.69	2.1455	0.70423	1.0036	253.65	11.209	1.5064e-05	0.017494	vapor
23.000	1.8500	0.036783	27.187	435.84	486.13	2.1389	0.70588	1.0095	253.21	11.211	1.5074e-05	0.017534	vapor
23.000	1.9000	0.037902	26.384	435.43	485.56	2.1325	0.70754	1.0156	252.76	11.213	1.5085e-05	0.017574	vapor
23.000	1.9500	0.039029	25.622	435.03	484.99	2.1262	0.70922	1.0217	252.31	11.216	1.5096e-05	0.017615	vapor
23.000	2.0000	0.040165	24.897	434.62	484.42	2.1200	0.71092	1.0280	251.85	11.218	1.5107e-05	0.017657	vapor
23.000	2.0500	0.041309	24.208	434.21	483.84	2.1139	0.71263	1.0344	251.40	11.220	1.5118e-05	0.017700	vapor
23.000	2.1000	0.042462	23.551	433.80	483.26	2.1079	0.71436	1.0409	250.94	11.222	1.5130e-05	0.017743	vapor
23.000	2.1500	0.043623	22.924	433.38	482.67	2.1020	0.71611	1.0476	250.48	11.224	1.5142e-05	0.017788	vapor
23.000	2.2000	0.044794	22.325	432.97	482.08	2.0962	0.71788	1.0544	250.02	11.226	1.5154e-05	0.017833	vapor
23.000	2.2500	0.045973	21.752	432.54	481.49	2.0904	0.71967	1.0613	249.55	11.228	1.5166e-05	0.017879	vapor
23.000	2.3000	0.047162	21.204	432.12	480.89	2.0848	0.72147	1.0683	249.08	11.230	1.5179e-05	0.017927	vapor
23.000	2.3500	0.048360	20.678	431.69	480.29	2.0792	0.72330	1.0755	248.61	11.232	1.5192e-05	0.017975	vapor
23.000	2.4000	0.049568	20.174	431.26	479.68	2.0737	0.72514	1.0829	248.14	11.233	1.5206e-05	0.018024	vapor
23.000	2.4500	0.050785	19.691	430.83	479.07	2.0683	0.72701	1.0904	247.66	11.235	1.5220e-05	0.018074	vapor
23.000	2.5000	0.052013	19.226	430.39	478.46	2.0629	0.72890	1.0980	247.19	11.237	1.5234e-05	0.018125	vapor
23.000	2.5500	0.053251	18.779	429.95	477.84	2.0576	0.73081	1.1059	246.71	11.238	1.5248e-05	0.018177	vapor
23.000	2.6000	0.054499	18.349	429.51	477.21	2.0524	0.73274	1.1139	246.22	11.240	1.5263e-05	0.018231	vapor
23.000	2.6500	0.055758	17.935	429.06	476.58	2.0472	0.73470	1.1220	245.74	11.241	1.5278e-05	0.018286	vapor
23.000	2.7000	0.057028	17.535	428.61	475.95	2.0421	0.73668	1.1304	245.25	11.243	1.5293e-05	0.018341	vapor
23.000	2.7500	0.058310	17.150	428.15	475.31	2.0370	0.73868	1.1390	244.76	11.244	1.5309e-05	0.018398	vapor
23.000	2.8000	0.059602	16.778	427.69	474.67	2.0320	0.74071	1.1477	244.26	11.245	1.5326e-05	0.018457	vapor
23.000	2.8500	0.060907	16.419	427.23	474.02	2.0270	0.74277	1.1566	243.76	11.246	1.5342e-05	0.018517	vapor
23.000	2.9000	0.062223	16.071	426.76	473.37	2.0220	0.74485	1.1658	243.26	11.247	1.5359e-05	0.018578	vapor
23.000	2.9500	0.063552	15.735	426.29	472.71	2.0171	0.74696	1.1752	242.76	11.248	1.5377e-05	0.018640	vapor
23.000	3.0000	0.064893	15.410	425.82	472.05	2.0122	0.74910	1.1848	242.25	11.248	1.5394e-05	0.018704	vapor
23.000	3.0500	0.066247	15.095	425.34	471.38	2.0074	0.75127	1.1947	241.74	11.249	1.5413e-05	0.018770	vapor
23.000	3.1000	0.067614	14.790	424.86	470.70	2.0026	0.75347	1.2048	241.23	11.250	1.5432e-05	0.018837	vapor
23.000	3.1500	0.068995	14.494	424.37	470.02	1.9978	0.75570	1.2151	240.71	11.250	1.5451e-05	0.018906	vapor
23.000	3.2000	0.070389	14.207	423.88	469.34	1.9931	0.75796	1.2258	240.19	11.250	1.5470e-05	0.018976	vapor
23.000	3.2500	0.071798	13.928	423.38	468.64	1.9884	0.76025	1.2367	239.67	11.250	1.5491e-05	0.019049	vapor
23.000	3.3000	0.073221	13.657	422.88	467.95	1.9837	0.76259	1.2479	239.14	11.250	1.5511e-05	0.019123	vapor
23.000	3.3500	0.074660	13.394	422.37	467.24	1.9790	0.76495	1.2594	238.61	11.250	1.5532e-05	0.019199	vapor
23.000	3.4000	0.076113	13.138	421.86	466.53	1.9744	0.76736	1.2713	238.07	11.250	1.5554e-05	0.019277	vapor
23.000	3.4500	0.077583	12.889	421.34	465.81	1.9698	0.76980	1.2834	237.53	11.249	1.5576e-05	0.019357	vapor
23.000	3.5000	0.079068	12.647	420.82	465.09	1.9652	0.77228	1.2960	236.99	11.248	1.5599e-05	0.019440	vapor
23.000	3.5500	0.080571	12.411	420.29	464.35	1.9606	0.77480	1.3089	236.44	11.248	1.5622e-05	0.019525	vapor
23.000	3.6000	0.082090	12.182	419.76	463.61	1.9560	0.77737	1.3221	235.89	11.246	1.5646e-05	0.019612	vapor
23.000	3.6500	0.083627	11.958	419.22	462.87	1.9514	0.77998	1.3358	235.33	11.245	1.5671e-05	0.019701	vapor
23.000	3.7000	0.085183	11.739	418.67	462.11	1.9469	0.78263	1.3499	234.77	11.244	1.5696e-05	0.019793	vapor
23.000	3.7500	0.086757	11.526	418.12	461.35	1.9424	0.78533	1.3645	234.21	11.242	1.5722e-05	0.019888	vapor
23.000	3.8000	0.088350	11.319	417.57	460.58	1.9378	0.78809	1.3795	233.64	11.240	1.5749e-05	0.019986	vapor
23.000	3.8500	0.089964	11.116	417.00	459.80	1.9333	0.79089	1.3950	233.06	11.238	1.5776e-05	0.020086	vapor
23.000	3.9000	0.091598	10.917	416.43	459.01	1.9288	0.79375	1.4111	232.48	11.236	1.5804e-05	0.020190	vapor
23.000	3.9500	0.093253	10.723	415.85	458.21	1.9243	0.79666	1.4277	231.90	11.233	1.5833e-05	0.020297	vapor
23.000	4.0000	0.094931	10.534	415.27	457.40	1.9197	0.79963	1.4448	231.31	11.230	1.5862e-05	0.020408	vapor
23.000	4.0500	0.096631	10.349	414.68	456.59	1.9152	0.80266	1.4626	230.71	11.227	1.5893e-05	0.020522	vapor
23.000	4.1000	0.098354	10.167	414.08	455.76	1.9107	0.80576	1.4811	230.11	11.223	1.5924e-05	0.020639	vapor
23.000	4.1500	0.10010	9.9898	413.47	454.93	1.9062	0.80892	1.5002	229.50	11.219	1.5956e-05	0.020761	vapor
23.000	4.2000	0.10188	9.8159	412.85	454.08	1.9016	0.81215	1.5201	228.88	11.215	1.5989e-05	0.020887	vapor
23.000	4.2500	0.10368	9.6455	412.23	453.22	1.8971	0.81546	1.5407	228.26	11.211	1.6023e-05	0.021017	vapor
23.000	4.3000	0.10550	9.4785	411.59	452.35	1.8925	0.81884	1.5622	227.64	11.206	1.6058e-05	0.021152	vapor
23.000	4.3500	0.10736	9.3147	410.95	451.47	1.8880	0.82230	1.5845	227.00	11.201	1.6094e-05	0.021292	vapor
23.000	4.4000	0.10924	9.1540	410.30	450.58	1.8834	0.82585	1.6078	226.36	11.195	1.6131e-05	0.021437	vapor
23.000	4.4500	0.11116	8.9962	409.64	449.67	1.8788	0.82948	1.6321	225.71	11.189	1.6169e-05	0.021588	vapor
23.000	4.5000	0.11310	8.8414	408.96	448.75	1.8742	0.83321	1.6574	225.05	11.182	1.6208e-05	0.021744	vapor
23.000	4.5500	0.11509	8.6892	408.28	447.82	1.8696	0.83703	1.6840	224.39	11.175	1.6249e-05	0.021907	vapor
23.000	4.6000	0.11710	8.5396	407.59	446.87	1.8649	0.84096	1.7117	223.72	11.168	1.6291e-05	0.022076	vapor
23.000	4.6500	0.11915	8.3926	406.88	445.91	1.8602	0.84500	1.7408	223.03	11.159	1.6334e-05	0.022252	vapor
23.000	4.7000	0.12124	8.2479	406.16	444.93	1.8555	0.84916	1.7714	222.34	11.151	1.6379e-05	0.022436	vapor
23.000	4.7500	0.12337	8.1055	405.43	443.93	1.8508	0.85344	1.8035	221.64	11.142	1.6425e-05	0.022628	vapor
23.000	4.8000	0.12555	7.9652	404.68	442.92	1.8460	0.85785	1.8373	220.93	11.132	1.6473e-05	0.022828	vapor
23.000	4.8500	0.12776	7.8270	403.92	441.88	1.8412	0.86240	1.8729	220.20	11.121	1.6522e-05	0.023038	vapor
23.000	4.9000	0.13003	7.6908	403.15	440.83	1.8363	0.86710	1.9106	219.47	11.110	1.6574e-05	0.023257	vapor
23.000	4.9500	0.13234	7.5564	402.36	439.76	1.8314	0.87196	1.9504	218.72	11.097	1.6627e-05	0.023487	vapor
23.000	5.0000	0.13470	7.4238	401.55	438.67	1.8265	0.87699	1.9927	217.97	11.084	1.6682e-05	0.023729	vapor
23.000	5.0500	0.13712	7.2928	400.72	437.55	1.8214	0.88220	2.0376	217.19	11.070	1.6739e-05	0.023983	vapor
23.000	5.1000	0.13960	7.1634	399.88	436.41	1.8164	0.88761	2.0854	216.41	11.056	1.6798e-05	0.024250	vapor
23.000	5.1500	0.14214	7.0353	399.01	435.25	1.8112	0.89324	2.1365	215.61	11.040	1.6860e-05	0.024532	vapor
23.000	5.2000	0.14475	6.9087	398.13	434.05	1.8060	0.89909	2.1911	214.79	11.023	1.6925e-05	0.024831	vapor
23.000	5.2500	0.14742	6.7832	397.22	432.83	1.8008	0.90520	2.2498	213.95	11.004	1.6992e-05	0.025147	vapor
23.000	5.3000	0.15018	6.6588	396.28	431.58	1.7954	0.91158	2.3130	213.10	10.985	1.7062e-05	0.025482	vapor
23.000	5.3500	0.15301	6.5354	395.32	430.29	1.7899	0.91827	2.3814	212.22	10.964	1.7136e-05	0.025839	vapor
23.000	5.4000	0.15594	6.4128	394.34	428.96	1.7844	0.92528	2.4555	211.33	10.941	1.7213e-05	0.026220	vapor
23.000	5.4500	0.15896	6.2910	393.32	427.60	1.7787	0.93265	2.5363	210.41	10.917	1.7293e-05	0.026627	vapor
23.000	5.5000	0.16208	6.1697	392.26	426.19	1.7729	0.94043	2.6247	209.46	10.890	1.7378e-05	0.027064	vapor
23.000	5.5500	0.16532	6.0488	391.17	424.74	1.7669	0.94867	2.7220	208.48	10.862	1.7468e-05	0.027535	vapor
23.000	5.6000	0.16869	5.9281	390.04	423.24	1.7608	0.95741	2.8296	207.48	10.831	1.7563e-05	0.028043	vapor
23.000	5.6500	0.17219	5.8074	388.86	421.67	1.7546	0.96673	2.9496	206.43	10.798	1.7663e-05	0.028596	vapor
23.000	5.7000	0.17585	5.6865	387.64	420.05	1.7481	0.97672	3.0843	205.35	10.761	1.7770e-05	0.029200	vapor
23.000	5.7500	0.17969	5.5652	386.35	418.35	1.7414	0.98747	3.2368	204.22	10.721	1.7883e-05	0.029862	vapor
23.000	5.8000	0.18372	5.4430	385.01	416.58	1.7345	0.99911	3.4113	203.04	10.677	1.8005e-05	0.030596	vapor
23.000	5.8500	0.18798	5.3197	383.59	414.71	1.7273	1.0118	3.6134	201.80	10.629	1.8137e-05	0.031413	vapor
23.000	5.9000	0.19251	5.1947	382.08	412.73	1.7197	1.0259	3.8510	200.49	10.575	1.8279e-05	0.032335	vapor
23.000	5.9500	0.19734	5.0674	380.48	410.63	1.7118	1.0415	4.1352	199.09	10.514	1.8435e-05	0.033386	vapor
23.000	6.0000	0.20255	4.9371	378.75	408.37	1.7033	1.0592	4.4830	197.58	10.446	1.8606e-05	0.034604	vapor
23.000	6.0500	0.20822	4.8027	376.87	405.93	1.6942	1.0797	4.9214	195.94	10.366	1.8797e-05	0.036046	vapor
23.000	6.1000	0.21447	4.6626	374.81	403.25	1.6844	1.1041	5.4968	194.10	10.273	1.9013e-05	0.037803	vapor
23.000	6.1440	0.22062	4.5326	372.78	400.63	1.6749	1.1303	6.1848	192.27	10.176	1.9231e-05	0.039735	vapor
23.000	6.14401	0.73836	1.3543	258.36	266.68	1.2225	1.0389	5.2479	301.51	1.8897	6.0865e-05	0.082364	liquid
23.000	6.1500	0.73869	1.3537	258.29	266.62	1.2223	1.0383	5.2287	302.02	1.8841	6.0913e-05	0.082380	liquid
23.000	6.2000	0.74138	1.3488	257.78	266.14	1.2205	1.0332	5.0777	306.17	1.8395	6.1305e-05	0.082517	liquid
23.000	6.2500	0.74394	1.3442	257.28	265.68	1.2187	1.0286	4.9434	310.08	1.7981	6.1680e-05	0.082665	liquid
23.000	6.3000	0.74639	1.3398	256.81	265.25	1.2170	1.0244	4.8228	313.79	1.7595	6.2042e-05	0.082823	liquid
23.000	6.3500	0.74873	1.3356	256.35	264.83	1.2154	1.0207	4.7138	317.33	1.7234	6.2390e-05	0.082986	liquid
23.000	6.4000	0.75098	1.3316	255.91	264.44	1.2138	1.0172	4.6144	320.72	1.6895	6.2727e-05	0.083155	liquid
23.000	6.4500	0.75314	1.3278	255.49	264.05	1.2123	1.0139	4.5234	323.98	1.6574	6.3054e-05	0.083327	liquid
23.000	6.5000	0.75523	1.3241	255.08	263.69	1.2108	1.0109	4.4396	327.13	1.6270	6.3371e-05	0.083501	liquid
23.000	6.5500	0.75725	1.3206	254.68	263.33	1.2094	1.0081	4.3621	330.17	1.5982	6.3679e-05	0.083677	liquid
23.000	6.6000	0.75920	1.3172	254.29	262.99	1.2080	1.0055	4.2901	333.11	1.5707	6.3980e-05	0.083854	liquid
23.000	6.6500	0.76109	1.3139	253.92	262.66	1.2067	1.0030	4.2230	335.97	1.5445	6.4272e-05	0.084031	liquid
23.000	6.7000	0.76293	1.3107	253.55	262.34	1.2054	1.0006	4.1603	338.74	1.5195	6.4558e-05	0.084209	liquid
23.000	6.7500	0.76472	1.3077	253.20	262.02	1.2041	0.99835	4.1014	341.45	1.4955	6.4837e-05	0.084387	liquid
23.000	6.8000	0.76646	1.3047	252.85	261.72	1.2029	0.99621	4.0461	344.08	1.4725	6.5110e-05	0.084564	liquid
23.000	6.8500	0.76815	1.3018	252.51	261.43	1.2017	0.99416	3.9938	346.65	1.4504	6.5378e-05	0.084741	liquid
23.000	6.9000	0.76980	1.2990	252.18	261.14	1.2005	0.99221	3.9445	349.17	1.4291	6.5640e-05	0.084917	liquid
23.000	6.9500	0.77141	1.2963	251.86	260.86	1.1993	0.99034	3.8978	351.62	1.4086	6.5897e-05	0.085092	liquid
23.000	7.0000	0.77298	1.2937	251.54	260.59	1.1982	0.98855	3.8534	354.03	1.3888	6.6149e-05	0.085267	liquid
23.000	7.0500	0.77452	1.2911	251.23	260.33	1.1971	0.98683	3.8112	356.39	1.3697	6.6397e-05	0.085440	liquid
23.000	7.1000	0.77602	1.2886	250.92	260.07	1.1960	0.98518	3.7711	358.69	1.3513	6.6640e-05	0.085613	liquid
23.000	7.1500	0.77750	1.2862	250.62	259.82	1.1949	0.98359	3.7327	360.96	1.3334	6.6879e-05	0.085784	liquid
23.000	7.2000	0.77894	1.2838	250.33	259.57	1.1939	0.98205	3.6961	363.18	1.3161	6.7115e-05	0.085954	liquid
23.000	7.2500	0.78035	1.2815	250.04	259.33	1.1928	0.98058	3.6611	365.36	1.2993	6.7346e-05	0.086123	liquid
23.000	7.3000	0.78174	1.2792	249.76	259.10	1.1918	0.97915	3.6276	367.51	1.2830	6.7574e-05	0.086291	liquid
23.000	7.3500	0.78309	1.2770	249.48	258.87	1.1908	0.97777	3.5954	369.62	1.2672	6.7799e-05	0.086458	liquid
23.000	7.4000	0.78443	1.2748	249.21	258.64	1.1899	0.97644	3.5645	371.69	1.2518	6.8021e-05	0.086623	liquid
23.000	7.4500	0.78574	1.2727	248.94	258.42	1.1889	0.97515	3.5348	373.73	1.2369	6.8239e-05	0.086788	liquid
23.000	7.5000	0.78702	1.2706	248.68	258.20	1.1880	0.97391	3.5062	375.74	1.2224	6.8455e-05	0.086951	liquid
23.000	7.5500	0.78829	1.2686	248.41	257.99	1.1870	0.97270	3.4787	377.72	1.2082	6.8667e-05	0.087112	liquid
23.000	7.6000	0.78953	1.2666	248.16	257.78	1.1861	0.97153	3.4522	379.66	1.1944	6.8877e-05	0.087273	liquid
23.000	7.6500	0.79075	1.2646	247.91	257.58	1.1852	0.97040	3.4266	381.58	1.1810	6.9084e-05	0.087432	liquid
23.000	7.7000	0.79196	1.2627	247.66	257.38	1.1843	0.96930	3.4018	383.47	1.1679	6.9289e-05	0.087591	liquid
23.000	7.7500	0.79314	1.2608	247.41	257.18	1.1834	0.96824	3.3779	385.34	1.1551	6.9491e-05	0.087748	liquid
23.000	7.8000	0.79430	1.2590	247.17	256.99	1.1826	0.96720	3.3548	387.18	1.1426	6.9691e-05	0.087904	liquid
23.000	7.8500	0.79545	1.2571	246.93	256.80	1.1817	0.96620	3.3324	388.99	1.1304	6.9888e-05	0.088059	liquid
23.000	7.9000	0.79658	1.2554	246.70	256.61	1.1809	0.96522	3.3107	390.79	1.1185	7.0084e-05	0.088212	liquid
23.000	7.9500	0.79770	1.2536	246.46	256.43	1.1800	0.96427	3.2897	392.55	1.1069	7.0277e-05	0.088365	liquid
23.000	8.0000	0.79880	1.2519	246.23	256.25	1.1792	0.96335	3.2693	394.30	1.0955	7.0468e-05	0.088516	liquid
23.000	8.0500	0.79988	1.2502	246.01	256.07	1.1784	0.96245	3.2495	396.03	1.0844	7.0657e-05	0.088666	liquid
23.000	8.1000	0.80095	1.2485	245.78	255.90	1.1776	0.96157	3.2303	397.73	1.0735	7.0844e-05	0.088816	liquid
23.000	8.1500	0.80201	1.2469	245.56	255.72	1.1768	0.96072	3.2116	399.41	1.0628	7.1030e-05	0.088964	liquid
23.000	8.2000	0.80305	1.2453	245.34	255.55	1.1760	0.95989	3.1934	401.08	1.0523	7.1213e-05	0.089111	liquid
23.000	8.2500	0.80407	1.2437	245.13	255.39	1.1753	0.95909	3.1758	402.72	1.0421	7.1395e-05	0.089257	liquid
23.000	8.3000	0.80509	1.2421	244.91	255.22	1.1745	0.95830	3.1586	404.35	1.0320	7.1575e-05	0.089402	liquid
23.000	8.3500	0.80609	1.2406	244.70	255.06	1.1737	0.95753	3.1418	405.95	1.0222	7.1753e-05	0.089546	liquid
23.000	8.4000	0.80708	1.2390	244.49	254.90	1.1730	0.95679	3.1255	407.54	1.0125	7.1930e-05	0.089689	liquid
23.000	8.4500	0.80806	1.2375	244.29	254.75	1.1723	0.95606	3.1096	409.12	1.0031	7.2105e-05	0.089831	liquid
23.000	8.5000	0.80902	1.2361	244.08	254.59	1.1715	0.95535	3.0941	410.67	0.99377	7.2278e-05	0.089973	liquid
23.000	8.5500	0.80998	1.2346	243.88	254.44	1.1708	0.95465	3.0790	412.21	0.98464	7.2451e-05	0.090113	liquid
23.000	8.6000	0.81092	1.2332	243.68	254.29	1.1701	0.95398	3.0642	413.74	0.97569	7.2621e-05	0.090252	liquid
23.000	8.6500	0.81185	1.2317	243.48	254.14	1.1694	0.95332	3.0498	415.25	0.96689	7.2790e-05	0.090391	liquid
23.000	8.7000	0.81278	1.2303	243.29	253.99	1.1687	0.95267	3.0358	416.74	0.95825	7.2958e-05	0.090528	liquid
23.000	8.7500	0.81369	1.2290	243.09	253.85	1.1680	0.95204	3.0220	418.22	0.94976	7.3125e-05	0.090665	liquid
23.000	8.8000	0.81459	1.2276	242.90	253.71	1.1673	0.95142	3.0086	419.69	0.94141	7.3290e-05	0.090800	liquid
23.000	8.8500	0.81548	1.2263	242.71	253.57	1.1666	0.95082	2.9955	421.14	0.93321	7.3454e-05	0.090935	liquid
23.000	8.9000	0.81637	1.2249	242.52	253.43	1.1659	0.95023	2.9826	422.58	0.92514	7.3616e-05	0.091069	liquid
23.000	8.9500	0.81724	1.2236	242.34	253.29	1.1653	0.94966	2.9700	424.00	0.91721	7.3778e-05	0.091203	liquid
23.000	9.0000	0.81811	1.2223	242.15	253.15	1.1646	0.94910	2.9578	425.41	0.90941	7.3938e-05	0.091335	liquid
23.000	9.0500	0.81896	1.2211	241.97	253.02	1.1639	0.94855	2.9457	426.81	0.90173	7.4097e-05	0.091467	liquid
23.000	9.1000	0.81981	1.2198	241.79	252.89	1.1633	0.94801	2.9339	428.20	0.89417	7.4255e-05	0.091597	liquid
